Period,Area,Mission,Category,Indicator,Observation
government-year/2019-2020,E06000052,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,8590.0
government-year/2020-2021,E06000052,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,8410.0
government-year/2018-2019,E06000059,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,6510.0
government-year/2019-2020,E06000059,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,4770.0
government-year/2020-2021,E06000059,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,4820.0
government-year/2018-2019,E06000053,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,10.0
government-year/2019-2020,E06000053,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,20.0
government-year/2020-2021,E06000053,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,10.0
government-year/2018-2019,E06000024,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3940.0
government-year/2019-2020,E06000024,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3240.0
government-year/2020-2021,E06000024,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3550.0
government-year/2018-2019,E06000026,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,6880.0
government-year/2019-2020,E06000026,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,5480.0
government-year/2020-2021,E06000026,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,5690.0
government-year/2018-2019,E06000025,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,4730.0
government-year/2019-2020,E06000025,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,2990.0
government-year/2020-2021,E06000025,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3130.0
government-year/2018-2019,E06000030,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3650.0
government-year/2019-2020,E06000030,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3440.0
government-year/2020-2021,E06000030,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3060.0
government-year/2018-2019,E06000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,3180.0
government-year/2019-2020,E06000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,2640.0
government-year/2020-2021,E06000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,2280.0
government-year/2018-2019,E06000054,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,7550.0
government-year/2019-2020,E06000054,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,7160.0
government-year/2020-2021,E06000054,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,6700.0
government-year/2018-2019,E10000008,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,12940.0
government-year/2019-2020,E10000008,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,9850.0
government-year/2020-2021,E10000008,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,9790.0
government-year/2018-2019,E10000013,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,8540.0
government-year/2019-2020,E10000013,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,7290.0
government-year/2020-2021,E10000013,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,8120.0
government-year/2018-2019,E10000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,9800.0
government-year/2019-2020,E10000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,9300.0
government-year/2020-2021,E10000027,mission-6-increasing-high-quality-skills-training-in-every-area-in-the-uk,spreading-opportunity-and-improving-public-services,aged-19-years-and-over-further-education-and-skills-learner-achievements,9260.0
