AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E09000015,Harrow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4160,Number,Number,,,,1,
E09000015,Harrow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4200,Number,Number,,,,1,
E09000016,Havering,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4690,Number,Number,,,,1,
E09000016,Havering,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3660,Number,Number,,,,1,
E09000016,Havering,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3600,Number,Number,,,,1,
E09000017,Hillingdon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5380,Number,Number,,,,1,
E09000017,Hillingdon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4660,Number,Number,,,,1,
E09000017,Hillingdon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5440,Number,Number,,,,1,
E09000018,Hounslow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5930,Number,Number,,,,1,
E09000018,Hounslow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4870,Number,Number,,,,1,
E09000018,Hounslow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5380,Number,Number,,,,1,
E09000021,Kingston upon Thames,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,2250,Number,Number,,,,1,
E09000021,Kingston upon Thames,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2000,Number,Number,,,,1,
